age,gender,income_level,nationality,GPA,attendance,course_completion,assignment_delays,LMS_logins,forum_posts,night_study_hours,engagement_score,sentiment_score,motivation,emotional_exhaustion,depersonalization,personal_accomplishment,autonomy,competence,relatedness,O,C,E,A,N,burnout_score,burnout_level,dropout_status,time_to_dropout
20,F,Low,IN,2.43,89.85989330058521,38,2,18.757666666666665,3,11.493162745185629,76.23186950135715,0.4868267380046434,81.55223284795852,7,49,30,2,2,6,89,79,26,44,6,26,Low,0,3
19,F,High,US,3.47,81.17229331668725,23,1,36.257666666666665,3,16.264421456171185,68.01399901303168,-0.41262300066915625,92.10929203009302,16,39,9,1,2,5,27,90,32,18,54,46,Medium,0,17
24,F,Medium,CN,2.78,81.20964460702724,70,1,37.757666666666665,3,10.407870741632799,59.1088880506008,-0.585961140762596,76.85895632309398,49,19,15,3,6,1,22,72,1,66,74,53,Medium,0,13
20,M,Medium,DE,2.41,82.05146708908418,5,2,22.757666666666665,5,9.143590821392225,72.93493110986492,-0.31250829745607955,43.19739477279922,3,7,17,1,3,3,3,45,66,11,49,0,Low,0,1
25,F,Low,CN,3.76,63.06901009714607,35,1,25.257666666666665,9,11.173896375443563,56.98369559613869,-0.3780969314003486,42.55105598486154,36,12,48,6,4,6,34,20,22,55,82,0,Low,0,35
26,F,High,DE,3.23,83.9183774993049,14,0,28.757666666666665,5,3.773884038893388,58.822926232469314,0.6292300669390309,74.732727016635,12,31,44,3,5,5,6,63,1,66,27,0,Low,0,19
28,F,Low,DE,2.81,81.59931576725896,0,2,21.757666666666665,8,8.154940546934885,63.32356647242164,0.9796264136519008,49.58112887542802,7,43,9,2,3,5,92,40,23,70,38,41,Medium,0,27
23,F,Medium,US,2.43,88.92897326983422,0,2,24.257666666666665,4,4.524069328597906,64.92276974571368,-0.3922761657088931,42.786923232380076,28,17,35,2,2,4,50,97,78,14,97,10,Low,0,28
18,F,Low,CN,4.0,86.05810801137119,9,2,29.757666666666665,3,8.919978938279097,69.55785146582583,-0.8963472027025388,40.55073385895547,15,10,24,1,6,1,70,15,53,38,69,1,Low,0,113
21,M,Low,CN,2.99,77.98051368394486,94,2,30.257666666666665,3,8.461043626320349,39.0057549410763,0.44343033898947115,97.3810759967933,34,20,11,2,4,5,61,52,22,41,86,43,Medium,0,21
28,M,Medium,IN,3.7,90.3239289151069,77,1,25.757666666666665,7,2.0874067430428305,56.01475183741759,-0.03891918074580114,50.71739030478677,45,8,11,1,4,3,1,76,63,98,59,42,Medium,0,47
24,M,Low,DE,3.45,77.07369302387279,99,1,26.757666666666665,4,10.537743650014066,93.56310620327517,-0.1324548143193276,76.63373236546235,36,23,33,1,2,1,58,54,20,25,25,26,Low,0,102
25,F,Medium,IN,2.74,82.47157104077705,8,3,24.257666666666665,7,11.854318447547282,69.86725174081494,-0.29760196732265376,70.99149140638832,36,24,20,6,6,4,41,74,98,95,26,40,Medium,0,22
23,F,Low,US,2.74,76.88850569520643,100,1,38.257666666666665,1,9.41977382695851,78.42084345539095,-0.059238748393205976,43.02674495310514,32,15,0,5,2,4,81,2,10,24,22,47,Medium,0,36
19,M,Medium,CN,3.72,84.61757804923212,60,1,31.257666666666665,9,5.414794458927203,76.24232636092539,-0.7277315202529258,60.81089065554976,12,23,10,3,6,1,12,12,39,81,51,25,Low,1,22
28,M,Medium,IN,3.73,76.23510217362238,80,3,23.757666666666665,6,13.79569429966633,68.37587068984121,0.22431553762797218,39.97705991620289,22,30,0,2,4,5,44,4,53,76,36,52,Medium,1,54
27,F,Medium,IN,2.06,96.47551608941568,86,0,25.257666666666665,6,15.691470818002816,56.75598028206632,0.8596416157128992,88.95890052809844,49,45,4,2,3,5,23,75,94,3,5,90,High,1,38
29,F,Low,CN,3.27,100.0,26,2,31.257666666666665,8,11.200570061317158,61.75182289285077,0.8383624519449224,41.78409877398241,26,39,9,3,5,3,36,68,8,61,35,56,Medium,1,75
28,F,Medium,UK,2.94,88.73938254186005,74,4,31.757666666666665,2,8.937558967654281,99.37612039038498,0.476237795956556,67.30546225146551,29,50,45,2,3,3,77,57,81,26,81,34,Medium,0,7
21,M,High,IN,2.48,95.41296649414028,65,0,26.257666666666665,9,8.976723444474853,62.00093228981322,-0.2211685075841281,50.11605225474679,31,29,17,5,5,6,9,42,25,3,57,43,Medium,1,1
21,M,Low,IN,3.13,64.60785519140953,41,4,26.257666666666665,2,11.300015644128928,95.82506918068415,0.8424250845268069,41.50202352753354,28,13,29,4,6,1,8,99,71,94,5,12,Low,0,9
20,M,Low,US,2.33,65.78622256725005,49,4,39.757666666666665,3,10.270000482979286,63.77030716756561,0.31951509577587367,81.54626172546284,5,3,46,1,1,4,79,48,12,76,39,0,Low,0,106
29,M,High,IN,2.77,76.78439433368787,21,4,25.257666666666665,5,11.306587543463621,65.21224681849795,0.0074658315731364056,49.57650558718811,29,10,34,3,1,5,33,99,17,81,29,5,Low,0,44
24,F,Low,CN,2.6,80.41230965258877,18,2,18.757666666666665,5,11.349834110465602,71.14647421847388,-0.431843976181856,23.40775283839335,8,18,48,1,1,2,5,14,100,64,5,0,Low,0,141
23,M,Medium,UK,2.75,78.01792581900334,93,6,23.257666666666665,3,7.785451855887928,67.35857776252423,0.510496986931545,68.48621667170033,37,23,20,1,3,2,16,8,62,25,41,40,Medium,1,35
29,F,Medium,IN,2.96,63.57864750367047,73,4,21.257666666666665,3,7.5314065258926295,55.921765800155924,0.594713217510281,45.850120208324704,45,29,1,4,4,4,8,82,2,63,40,73,High,0,14
25,F,Low,US,2.49,91.51591706323647,57,2,32.257666666666665,6,9.158837702102103,69.78680682098216,0.11794747533925909,63.151965698123306,13,22,8,3,4,3,77,84,59,57,50,27,Low,0,41
28,M,Medium,CN,3.79,100.0,70,3,30.757666666666665,9,11.402575710151583,47.91763826823849,-0.42786591968168564,77.1224165179595,14,16,47,2,2,1,79,65,72,67,74,0,Low,0,1
29,M,Medium,UK,3.25,92.80987679172623,40,0,37.257666666666665,7,5.321779339922032,75.46620454851211,-0.22177748286312737,67.13258652553769,1,41,49,4,5,3,39,16,79,2,53,0,Low,0,20
18,F,Medium,US,3.9,90.85523268786471,25,6,32.757666666666665,7,9.314017107160236,73.37190038168131,0.24678446046130542,77.77608374184692,16,30,31,3,1,5,51,40,26,50,25,15,Low,0,5
22,M,High,CN,2.92,82.26119605145603,95,3,39.757666666666665,6,9.892029599125811,80.92630767243624,-0.554010497807037,34.03687607518142,33,4,17,3,5,3,48,55,58,83,60,20,Low,0,15
26,M,Low,US,2.73,71.57002629272863,99,2,31.757666666666665,6,8.539693630153966,62.547296999056336,-0.058100147212536424,83.96920209615547,8,26,7,1,3,5,41,81,15,42,19,27,Low,0,3
27,F,Medium,CN,3.88,80.72528052635968,21,3,32.257666666666665,3,14.208156872642778,81.07443735322892,-0.9156407073828592,54.05103617162395,24,8,37,4,1,5,13,51,97,49,92,0,Low,0,18
19,F,High,UK,2.71,100.0,80,1,37.257666666666665,5,13.69609565103772,76.45996956957231,0.6104500033100748,31.467077549197793,41,40,19,2,6,4,13,63,22,91,60,62,High,0,7
21,F,Low,UK,2.91,76.48011887492945,44,1,41.257666666666665,7,11.246678671888972,71.91279175986588,-0.2365624687470127,10.908388159888545,41,10,46,5,5,4,91,27,20,49,48,5,Low,0,9
24,M,High,UK,3.36,75.45042752176059,71,2,31.757666666666665,9,15.311207213775166,99.65654747786604,-0.1096019887386599,53.83224862221081,1,26,35,2,4,1,23,2,69,47,26,0,Low,0,69
27,M,Low,UK,2.38,91.07303659103914,10,2,24.257666666666665,6,12.635048424622276,77.06225883534566,0.7706669530848795,44.275903140939846,47,4,28,4,4,6,87,72,16,14,65,23,Low,0,51
19,M,Medium,IN,3.36,91.73686050745596,48,1,28.257666666666665,2,10.402337475739929,63.04193531715025,-0.20747844202769672,44.585909438184146,43,47,42,4,2,1,76,6,13,44,12,48,Medium,1,22
25,M,Low,DE,3.29,71.52098194225196,12,5,36.257666666666665,6,8.569205709444946,93.04421069683139,-0.049673517509950305,66.68723550975915,31,3,20,1,1,5,79,54,73,3,9,14,Low,0,59
21,M,Medium,IN,3.63,77.38515386762577,82,1,38.257666666666665,7,8.814250380291607,77.65320131429758,-0.40913763255781466,94.40540388471112,40,32,32,1,3,5,22,44,14,84,61,40,Medium,0,19
20,F,Medium,IN,3.45,74.98094504098566,40,1,29.757666666666665,4,11.141540573060094,96.68247678493515,0.6141039354069109,41.96691611663311,30,26,13,3,2,6,83,62,100,95,84,43,Medium,0,31
24,M,High,UK,3.65,80.6968937906109,26,2,27.757666666666665,5,8.884622345779057,42.175469092136865,-0.12754533147182778,61.84063766878788,21,3,50,2,5,3,53,60,82,52,88,0,Low,0,25
22,F,High,IN,2.94,91.03686670951492,70,3,32.757666666666665,7,5.449157724579102,65.490961922376,-0.036172484392065885,48.64443208701476,32,45,2,6,3,3,100,69,24,73,34,75,High,0,1
25,F,Medium,US,2.57,71.95972478871909,96,2,36.257666666666665,2,8.857939711865646,65.5283205067037,-0.015277631062717623,40.260910729874254,45,20,12,1,6,2,94,8,7,59,61,53,Medium,0,13
21,F,Medium,UK,4.0,90.89664812236937,34,1,20.257666666666665,3,13.082810830227121,41.674066252817504,0.35298747555446597,39.68131012516049,3,41,3,1,4,4,54,40,5,26,59,41,Medium,0,24
27,M,Medium,UK,2.24,81.01651248921308,72,3,30.257666666666665,5,2.2777888520213985,72.4884047555084,0.08281256054919273,92.84569778186827,37,23,48,3,5,2,52,31,56,21,32,12,Low,1,5
18,M,High,CN,2.29,100.0,69,1,32.757666666666665,5,14.209154986367137,64.42408619397874,-0.13046073186958584,60.26543859881363,18,9,34,6,5,6,87,4,66,2,99,0,Low,0,55
28,F,Medium,US,3.28,83.18830884370874,49,1,20.757666666666665,5,11.722170692894968,40.016307913872154,0.3096021171385106,56.198241210906446,43,14,13,3,2,4,56,97,36,74,16,44,Medium,0,55
18,M,High,UK,3.81,79.03081430370734,81,3,34.757666666666665,3,9.296746317877545,58.506196550826104,0.27499543237361124,46.29412929230567,33,7,46,3,4,5,88,26,75,64,76,0,Low,0,2
26,F,Low,US,3.09,85.74714727115992,12,3,20.757666666666665,7,10.862963514392217,90.79578735916742,0.4209495304734725,61.344748319084665,5,20,37,6,6,3,85,7,59,18,89,0,Low,0,15
22,M,Medium,CN,3.5,76.6285376211279,88,3,37.757666666666665,6,12.883315178994948,83.63095813711706,-0.060776269827302,47.239520911296026,26,31,38,4,6,5,48,17,51,87,40,19,Low,0,138
22,M,Medium,CN,2.0,62.04726876648174,40,0,23.757666666666665,3,10.100196665607832,59.32413515303038,0.9611786490193635,98.60075493887209,42,27,27,6,2,1,99,73,0,6,57,42,Medium,0,59
18,F,Low,UK,2.75,77.59478825728903,4,3,42.757666666666665,8,12.845943122261927,58.886844008786476,0.15088279710263985,65.03625731932945,40,16,15,2,5,3,17,76,23,47,45,41,Medium,1,11
26,F,Low,DE,2.06,77.43706390930775,99,3,21.757666666666665,2,12.552470956852432,82.9126767491354,0.5959609509041226,62.78918917203276,35,18,47,2,1,4,41,21,26,2,5,6,Low,0,59
19,M,High,US,3.39,64.07682539450188,78,0,29.257666666666665,6,10.525481410870736,40.51635338008074,-0.06837356368394931,62.336159400161655,6,25,5,5,1,3,57,25,50,67,14,26,Low,0,25
25,F,Medium,US,2.23,79.26964810205507,82,1,33.257666666666665,4,6.667863054368767,78.90377574696439,-0.3259977299243957,86.15616131959509,50,14,11,2,3,5,83,49,20,48,29,53,Medium,0,26
26,M,Low,CN,2.36,59.32889775390603,14,2,35.757666666666665,2,9.706730653581662,42.5236754388587,0.04873990884154922,59.55857862795128,32,36,10,2,5,1,79,36,31,96,63,58,Medium,1,52
28,F,Medium,DE,3.26,76.5231316484452,75,4,27.757666666666665,6,3.8760227398707148,94.62994866553149,0.15449566867823283,50.470677414528346,41,16,38,4,2,5,8,60,16,63,79,19,Low,0,63
26,F,Medium,US,3.53,82.43595992044672,70,3,30.757666666666665,3,11.337113143263569,79.87557306319883,-0.38264113866390703,63.22120049834078,42,45,43,5,2,2,67,45,21,48,55,44,Medium,0,4
21,F,Medium,CN,2.92,80.96996177138233,91,1,42.257666666666665,5,8.740904513068976,42.33923006193565,0.5085885774535901,75.82681688425012,50,12,42,6,5,1,23,52,86,43,68,20,Low,0,42
26,F,High,CN,3.29,75.88930527113182,37,2,13.757666666666667,5,8.154162144811808,64.2926606741843,-0.14453285220922263,83.65924264163776,33,9,12,1,2,3,72,84,50,82,59,30,Low,0,47
27,M,High,IN,3.27,79.14469598051929,93,3,31.257666666666665,7,11.96652143147371,74.7593954614292,0.3211425205643583,64.30021002485032,28,48,27,6,1,5,84,66,95,83,67,49,Medium,1,1
21,F,Medium,UK,2.89,72.15935562522169,71,1,23.257666666666665,7,6.188739013078655,40.196598346800215,-0.423813398641562,64.5875507312697,3,3,27,2,4,2,19,85,4,35,27,0,Low,0,15
19,M,Medium,IN,2.45,80.10816519422535,25,3,33.257666666666665,4,10.336343012943242,69.34691972732705,-0.0314525062537756,79.85478031207884,6,0,49,5,4,6,35,23,46,95,17,0,Low,0,24
28,M,Medium,CN,3.28,80.58086406591771,21,2,21.757666666666665,1,8.980587450114701,77.22403558304165,-0.29506910485214743,5.316884110673463,33,11,50,1,4,2,10,22,72,1,71,0,Low,1,6
19,M,High,DE,3.31,70.9975002209849,91,2,33.257666666666665,4,9.45876036634101,38.97219949923631,-0.1622056333356663,61.764177341540524,47,8,16,4,4,5,13,49,83,85,58,39,Medium,1,18
25,M,Low,IN,3.45,82.67699200509098,65,2,37.257666666666665,8,10.852858634419961,81.1917979912255,0.35188295129306035,48.31142471844575,43,28,50,6,6,1,31,41,77,86,30,21,Low,0,62
20,F,Low,US,3.16,82.61452655080454,11,3,38.757666666666665,3,15.470309769679382,68.12901957688888,-0.6870558084143055,61.160867403022785,43,43,45,2,6,5,18,84,43,37,14,41,Medium,0,20
19,M,High,DE,2.42,78.3379008641893,12,3,34.257666666666665,1,11.195475511618818,83.75216296111678,-0.50911905306234,67.1140422518445,7,4,10,6,4,5,54,24,99,95,45,1,Low,0,94
27,M,High,IN,3.35,100.0,83,2,21.257666666666665,1,14.074814164449004,66.48270131253275,-0.28045265612417736,84.90006785484684,22,26,37,1,4,1,23,44,24,49,55,11,Low,0,6
19,M,Medium,UK,3.0,78.59297613315691,17,2,30.257666666666665,7,14.186427881609175,54.14378114064353,-0.45372736452506746,32.309812392978024,31,16,48,3,4,5,21,98,88,5,15,0,Low,0,31
26,F,Medium,UK,2.76,77.20765754626981,22,4,44.757666666666665,2,12.309040151953663,52.67928814012822,-0.6510332870078455,45.61467883525799,31,39,12,2,3,4,95,33,100,35,96,58,Medium,1,24
26,F,Medium,CN,2.85,75.77606890792268,62,2,30.757666666666665,0,4.468284045772688,65.31860984783125,0.6339367765257138,42.21094298973603,24,15,15,1,1,3,19,53,29,65,72,24,Low,0,3
18,F,Medium,US,2.65,70.290607769236,87,2,33.757666666666665,3,9.281026969979804,67.1688532700889,-0.675265503642613,47.862898579089936,47,15,45,2,4,6,67,46,82,49,71,17,Low,0,14
20,M,Low,DE,3.44,86.85897359843403,34,3,31.757666666666665,5,6.72809158944254,85.96088031304909,0.2834564492986853,32.595752726820635,11,5,42,6,6,5,99,0,30,71,17,0,Low,0,71
27,M,Low,UK,2.29,73.13753031980549,67,3,27.257666666666665,2,18.590959024369013,65.81049119655839,-0.09747131019905186,100.0,42,0,41,6,5,3,94,21,88,86,77,1,Low,1,211
24,F,Medium,CN,2.5,74.32051853002247,71,0,25.757666666666665,3,6.988661490451852,46.59517356421493,-0.6730831791061105,77.41472000878734,22,49,12,2,2,6,76,9,44,87,59,59,Medium,1,21
19,F,Medium,DE,2.84,74.61758440461402,60,1,34.257666666666665,4,5.5082680047526384,63.132603913423985,-0.4070072807877305,44.49224928549564,32,21,13,4,4,6,87,94,36,64,67,40,Medium,0,26
29,F,Medium,UK,3.81,70.15056484151489,69,4,26.257666666666665,3,1.6888857446902197,47.13708903170474,-0.7811109091397479,60.309970894805154,21,43,1,1,3,1,36,86,73,68,83,63,High,0,7
21,F,Low,UK,3.53,62.48916667455277,22,1,30.257666666666665,4,6.891206984986738,75.2490909373434,-0.8083019655406531,51.305046404276354,18,49,37,6,6,4,93,25,23,19,52,30,Low,0,48
18,F,High,US,2.18,75.37060132840807,62,2,29.757666666666665,4,10.368541971303122,78.69806029449106,-0.28217906328203446,63.12249270748794,29,30,40,2,4,5,12,40,4,82,59,19,Low,0,62
29,F,Medium,UK,3.68,88.73335312712291,0,1,37.257666666666665,6,13.261744889794691,81.25435485123307,0.5102687352231197,44.64532198118191,27,27,41,6,3,1,39,87,91,58,11,13,Low,1,27
18,M,High,IN,3.67,81.96979805465244,73,1,26.757666666666665,3,6.789482608025374,65.46231302473365,-0.2046190193718278,29.539344204670428,38,45,23,2,6,1,15,91,97,74,61,60,Medium,0,127
24,M,Low,US,2.41,95.60575270188126,80,2,19.757666666666665,8,13.51442681203157,59.502604703719015,0.1378433839173483,48.55511374531167,3,37,4,1,2,5,61,56,4,44,90,36,Medium,0,14
29,M,Medium,IN,1.74,87.50956304989184,80,2,24.257666666666665,3,9.808926775501167,62.3390353423851,-0.7437356951955423,87.62640956052871,4,14,50,6,2,1,40,66,70,38,88,0,Low,0,53
24,M,High,US,2.96,85.23964810274045,2,1,28.757666666666665,8,8.543756126397033,68.63004315909299,0.7627755794329614,30.300358491851153,19,50,44,1,2,2,82,99,11,73,17,25,Low,0,13
25,M,Medium,US,3.56,98.82649022652714,92,2,27.257666666666665,5,10.518515821405469,62.362398512733414,-0.3392182213190522,81.94250281120425,10,43,18,4,5,3,21,53,85,13,100,35,Medium,0,13
22,F,Low,UK,3.8,79.02854404996789,43,1,31.757666666666665,6,14.252716021436099,94.1441659426421,-0.621371940393979,71.19897422375954,36,1,37,4,5,6,27,29,23,22,41,0,Low,0,5
19,M,Low,CN,2.56,80.63075673504952,8,3,24.257666666666665,5,10.153324627782359,64.50918585439904,-0.2928201948005622,52.007285594238034,32,34,18,3,5,5,2,82,69,90,19,48,Medium,0,8
24,M,Low,IN,3.88,79.88535578339862,53,1,33.757666666666665,3,6.675215137058544,68.46536872365245,0.9392297102115221,75.00118867432568,7,1,43,5,6,2,20,87,17,48,56,0,Low,1,5
28,M,Medium,US,1.89,95.4378673118355,57,3,30.757666666666665,3,11.272424758762677,58.72910643633681,0.259996713539701,64.17230960387906,6,11,28,5,1,3,81,73,93,96,48,0,Low,1,8
19,M,Medium,UK,2.82,80.0251531645909,40,1,32.257666666666665,4,11.224424876664408,59.06781738852461,-0.7579679870534961,17.251086997804777,42,32,50,4,2,3,23,81,26,53,43,24,Low,0,24
28,M,Low,UK,2.79,73.51722625922896,75,5,29.757666666666665,5,9.429172387742945,50.904397659097526,-0.6761293129391477,51.90919457332482,33,34,40,5,3,2,26,58,82,2,36,27,Low,1,88
22,M,Medium,CN,3.58,85.87675537962852,54,0,28.757666666666665,6,13.064633428105498,54.57227986452119,0.5254109824356255,52.49518668305225,45,11,33,2,2,3,11,60,85,67,76,23,Low,0,134
24,F,Low,US,3.65,71.83740188942971,21,0,32.757666666666665,8,3.1325650477797,98.08247861325668,0.6907545134014161,88.89996772085709,33,26,1,2,1,4,86,8,44,71,7,58,Medium,0,11
19,F,Medium,US,3.48,85.33471512613926,62,3,25.257666666666665,3,11.071219233238471,78.15790026387394,-0.8351133872286407,51.98350061423764,20,5,22,3,2,1,47,13,13,83,46,3,Low,0,79
25,M,Medium,US,2.32,84.13840934141835,26,1,26.257666666666665,5,12.353046359871458,64.9167664013466,-0.41242873015052384,55.78274574873912,17,25,32,2,1,6,95,81,71,9,37,10,Low,1,136
20,F,Low,US,3.43,78.10597332193504,11,2,37.757666666666665,4,5.653550227405894,60.151568918231945,-0.9054988585107231,36.77534251573482,42,13,25,1,6,5,17,96,6,56,69,30,Low,0,12
21,F,Low,DE,3.25,85.65811572086827,26,1,27.257666666666665,5,5.550218244002998,88.52956278892188,-0.7514513505172755,58.73411865442202,50,47,12,1,1,5,48,83,95,71,70,85,High,1,161
26,F,Low,IN,2.16,65.12210069691648,91,3,33.757666666666665,2,12.994385286742482,57.464914911139395,-0.724386193329108,36.22223121404117,22,40,30,1,2,4,70,71,37,6,95,32,Medium,1,88
18,M,Low,UK,1.97,81.62962121324986,57,0,29.757666666666665,4,13.523362376574298,44.45183820822486,-0.1256173784343375,81.72083946691967,24,19,11,3,2,2,25,90,95,21,85,32,Medium,1,13
23,F,Medium,DE,3.52,75.37234615333269,32,3,14.257666666666667,2,14.079308632397755,77.12795987955552,-0.9746669295417354,51.589268614765075,20,21,48,2,5,5,75,53,2,87,92,0,Low,0,71
25,M,Low,DE,2.91,100.0,36,3,33.257666666666665,10,7.921031574326847,56.098985345838855,0.42652134541320597,36.174272151959514,49,46,4,1,5,6,64,10,90,98,83,91,High,0,14
19,M,Low,IN,2.36,81.55825069640208,86,2,33.257666666666665,7,10.60320052326855,50.74781078542447,-0.19340977607620524,84.51018901027996,6,44,13,5,6,1,78,27,14,21,66,37,Medium,0,3
21,M,High,CN,2.9,74.03607950216563,67,2,31.257666666666665,8,10.999806938590712,53.61377881732522,-0.1974367524860281,33.879272581374984,9,42,0,3,1,3,95,98,75,75,2,51,Medium,0,12
22,F,High,CN,3.18,66.21698263946918,78,1,29.757666666666665,2,4.878376995566363,76.22517693753896,0.9238792731726255,65.10698640400622,41,27,10,2,6,6,80,86,38,61,86,58,Medium,0,1
25,M,Low,US,2.96,93.05406196794266,61,2,17.257666666666665,8,10.47178132416259,68.4364000037101,-0.3377716972247653,30.25430168649928,47,21,15,2,3,6,76,44,64,70,39,53,Medium,1,39
29,M,Medium,UK,2.22,76.49967280476223,100,1,34.257666666666665,5,10.416126889148114,55.23307242252092,-0.9174915809349713,65.86036783794208,14,31,48,3,5,6,47,8,21,65,36,0,Low,0,5
28,M,Medium,CN,3.94,72.0864793292458,66,4,37.757666666666665,6,12.235931913114195,77.04306303815143,-0.1902821494512812,81.35107565635946,29,39,32,5,4,1,15,22,55,22,95,36,Medium,0,19
20,M,High,IN,3.5,83.3629921400906,40,3,24.757666666666665,3,8.285299340350196,57.58703732172533,-0.06590300119711001,47.035780386410565,14,5,7,1,3,1,25,78,59,1,51,12,Low,1,1
18,F,High,CN,2.83,86.49718831405653,25,2,29.757666666666665,5,13.751312055534132,45.46534908597655,-0.05894108407582177,36.40413428825926,50,5,21,2,2,6,83,71,19,24,55,34,Medium,0,29
18,M,Low,UK,2.85,86.3395293320953,4,2,43.757666666666665,6,10.241014054406502,50.382242310176885,-0.07253491588404692,37.02653504424969,3,22,7,3,1,6,11,86,70,32,32,18,Low,1,10
25,M,Low,US,3.18,80.19750423059362,77,1,21.257666666666665,9,15.129156188270358,70.32999864839383,-0.3314300101253058,58.89268652255906,30,25,5,4,2,3,56,78,46,56,99,50,Medium,0,8
19,M,Medium,UK,2.44,81.5919013688672,94,1,31.257666666666665,9,12.239826708746115,58.24645400865887,0.09240329007065884,98.5599864427989,30,9,30,5,2,2,79,78,41,40,37,9,Low,0,1
20,M,High,DE,3.16,82.32037075680702,67,5,21.757666666666665,9,10.833092433587687,71.57893072951866,0.7413850396554567,81.35918884531146,47,3,25,5,4,3,46,0,13,16,34,25,Low,0,183
